0,1,labels
6.1275363,1.0199777,7
3.5561626,-4.6052384,2
4.785847,-3.5930057,1
-4.711861,1.156551,0
2.8417318,4.1019387,4
4.746982,-3.9003477,1
2.8468049,2.5851603,4
4.336025,3.7430623,9
0.27041277,1.0241743,5
3.5222614,0.6005445,9
-5.7062073,1.7474599,0
-6.5785036,-0.14131066,6
3.7550254,2.253276,9
-5.4136844,1.1483771,0
6.4620385,-2.3605876,1
-2.3192234,-2.0748892,5
3.636704,3.730425,9
6.3455577,1.5814941,7
-2.0556216,-2.2775252,3
3.682658,3.2992554,4
3.846041,0.3847402,9
-5.5888867,-0.73514,6
-6.928885,-0.12652248,6
-1.0364076,0.054394566,5
3.7604837,3.7650857,4
-4.8498993,2.6185956,0
5.765112,3.1255352,7
2.9179375,3.6335218,4
-4.964276,0.8526562,0
7.5219183,-1.9269103,1
-0.5115346,-2.987472,3
7.2387137,-1.2892661,1
-1.260662,-2.102913,3
-6.619992,-0.4428716,4
4.7241955,-0.67925215,7
1.6726456,-5.594608,2
5.659456,1.6874089,7
7.222911,-2.1993618,1
5.706259,-3.785598,2
6.1104054,-2.962289,1
6.615081,-2.668973,1
5.2591467,1.0468699,7
3.0450978,2.9876907,4
5.069094,-4.3672905,2
-1.0989575,-2.1231375,3
-1.4679887,-0.8340069,5
7.5300713,-1.4203349,1
2.318907,-4.313484,2
2.972043,3.4684827,4
3.038596,4.427023,4
-4.3457756,-1.9973918,6
-1.6971649,-2.1464446,3
-0.8233233,0.4322452,5
-2.1563182,-1.622455,5
-7.096298,-0.037107095,6
-4.642346,0.63958126,0
2.6458035,4.3205037,4
4.7999573,-3.320125,1
3.9238749,2.8646524,9
4.636106,-3.4485781,5
6.167593,3.1589801,7
2.6764019,-1.535818,8
4.0740094,3.193465,9
0.59421706,-3.650141,3
5.0102143,-0.69431543,7
4.2688465,2.7111948,4
-6.6766176,-0.2811189,6
2.5075293,3.6523647,4
-0.1711044,-2.2955081,3
-5.8554873,3.106934,0
