0,1,labels
3.008583,3.0646753,7
2.6485872,-1.5620551,2
4.102432,0.37843907,1
-0.33670706,1.220602,0
1.2133237,2.6865118,4
4.294897,0.14591919,1
2.6566765,2.2869215,4
2.98835,1.7322867,9
1.2552947,1.491488,5
2.3209636,3.6958072,9
-0.10114371,-1.0944903,0
1.6989505,0.74019706,6
2.4068327,3.6088874,9
-0.103948765,0.39180082,0
4.4427733,0.68525827,1
2.0358715,-0.7161481,5
1.4078406,2.9987314,9
2.1750975,2.6246462,7
2.3249054,-0.65104973,3
2.4293246,2.6715522,4
3.1466465,2.150735,9
1.8480065,0.9081426,6
2.0648837,2.0843313,6
2.157864,0.95994276,5
2.6673467,1.9270468,4
-1.9530666,0.6319427,0
2.4171357,2.2915096,7
1.3107026,3.229527,4
-0.24874628,-0.50868124,0
3.91319,0.9263487,1
2.8400931,0.1383415,3
3.9032867,1.1942773,1
2.8281727,-0.59643507,3
1.1654828,1.4410037,4
2.5511765,1.6550417,7
1.2116961,-0.09587775,2
2.4677532,2.7441943,7
4.2560163,1.1402817,1
2.6951952,-0.9897524,2
4.4493127,-0.01519984,1
3.9406118,0.93521523,1
3.204525,2.2964234,7
2.8991017,2.8975554,4
2.9904246,0.06877524,2
3.4505765,0.6313526,3
1.9018402,-0.10737304,5
3.1969075,0.9471346,1
2.9691641,1.3249605,2
0.71948504,3.1804876,4
1.0949161,2.82894,4
2.2346141,0.6448269,6
1.7563524,-0.9215374,3
2.0518684,1.7709093,5
2.2608485,-0.096936524,5
1.683764,1.1510092,6
0.61573744,0.098909676,0
0.57551354,2.8588462,4
4.0984273,0.27767375,1
1.2491364,3.728634,9
3.1952329,1.1051922,5
1.7888584,1.9071877,7
1.5004871,1.5311023,8
2.9172947,1.5957415,9
2.8787134,0.7950983,3
2.1819203,2.2170372,7
3.2548175,1.1583004,4
1.6292777,1.4801391,6
1.6924427,2.717556,4
2.4161491,-0.77248013,3
0.91573894,0.5854446,0
2.3177404,2.8627348,7
-1.3416414,-0.8920012,0
0.84278655,-0.31490064,2
2.8339844,0.66918135,9
4.3275948,0.8211405,1
3.6974201,2.7663162,7
2.8530424,-0.9610793,3
3.0601811,1.7083328,2
3.6015222,1.0111136,9
2.1280928,2.8143418,7
2.5029993,2.3961353,7
1.5303953,1.4298902,6
1.1492059,-0.017000454,2
2.3743548,2.779186,7
2.4658334,0.8871182,8
0.8266415,2.727689,4
3.6714993,2.4936051,7
1.9093255,0.22590338,3
1.3258734,2.0170834,6
4.4273634,0.012147114,1
1.6399038,-1.252826,3
2.0496125,1.3912102,6
3.0667503,1.6276655,9
2.234745,-0.48535863,3
3.849585,0.7044771,1
1.288902,2.7210464,4
3.547938,1.1218799,1
3.6388803,0.93295115,7
1.5134549,0.59317553,6
1.32571,2.7297611,9
2.3929868,1.5543908,6
0.4637217,0.021620512,0
1.8283753,1.0156537,5
0.9528776,2.8850846,4
1.9205465,1.2494388,9
2.004442,3.2429926,9
0.5181812,-0.0040507913,2
3.8790708,-0.653414,1
2.5634174,1.8302367,9
2.274189,2.9154801,4
2.2459388,-0.2146053,8
4.1766973,0.5329698,7
3.2980475,0.035729796,3
2.6689825,2.9637127,9
3.7226803,1.9185483,7
3.258637,2.1647506,4
2.9874802,2.2176652,4
1.3367524,2.9283483,4
2.6973305,2.7953568,9
1.2395467,2.0621758,2
0.9944416,-0.3291827,5
2.343958,2.3217287,4
3.2416391,1.7540213,7
1.6997833,1.6388898,6
2.8206158,3.049883,7
2.888752,1.6156878,9
0.9751873,-0.3621496,0
1.9975804,1.6808937,5
1.969213,0.26698858,8
2.259026,1.0480814,5
0.78865135,1.8037069,6
0.41428286,0.77100873,6
0.9574977,-1.0476333,5
1.8244729,2.5524657,7
2.0103762,0.49183536,8
4.5328097,0.292701,1
0.4186977,0.14585304,0
4.2049665,-0.75520635,1
0.90113914,1.7043028,6
2.1130369,3.3561783,4
2.865694,0.69639957,6
2.3760784,2.6612494,7
2.9164343,0.27839744,3
4.2735305,0.32027018,1
3.0136514,2.798397,7
3.8654833,1.1276968,1
1.8730493,1.4094975,8
0.2534096,1.2028077,2
0.5355785,-0.10832828,0
3.2412558,0.46363378,2
1.4693708,2.408082,9
1.7827709,0.9517679,9
2.812584,2.0418367,5
2.2766986,-0.2704842,5
4.192212,1.3339832,1
1.8623233,1.682867,5
1.7766073,2.0867977,6
0.73655045,0.7672504,0
2.1451845,-0.7603868,3
3.4857755,1.932099,4
2.9423776,2.3828275,4
0.96443236,0.74880517,6
0.83756465,-0.46851367,5
0.9976413,3.3106222,4
2.2011354,2.198268,6
1.1074548,-1.800772,5
1.9961376,1.8763587,4
3.063399,1.147485,5
3.9853704,0.74088156,1
2.599369,2.0036662,4
2.6084404,1.9830219,4
2.466842,1.611391,7
1.7374928,-2.2149572,2
2.4569333,-1.1011273,3
2.5481906,0.008379161,2
3.9311738,0.967921,7
4.01064,0.7240458,1
2.1240935,0.47936624,8
4.3733563,0.7260834,1
2.2119021,-1.3191189,8
4.3076134,0.9332214,1
2.1487043,-0.7635082,8
2.5210233,0.93428636,5
-0.4545818,-0.6610538,0
2.0184937,-0.072587535,8
1.8447406,3.022034,9
2.1883776,-2.5680237,2
1.7612267,-0.8693496,5
-0.15758228,-0.270523,0
3.5744846,0.9585546,1
4.192268,0.020560488,1
3.462976,1.0423582,1
0.74732524,0.5984603,0
2.705801,1.6199108,9
-0.1357094,0.09873468,0
3.531382,0.8227825,3
4.533948,0.441782,1
2.2774744,1.0174077,6
2.5036213,2.7646408,4
1.2640007,0.114130944,2
0.31130797,-1.5123085,3
0.6542416,1.5369473,6
3.905779,-0.2183189,1
4.06575,1.0506555,1
4.1372538,0.3601351,1
3.2469695,-0.21569239,3
2.6778486,2.7429123,9
1.7851641,-0.42544365,5
2.005284,0.35262465,2
2.3585076,1.6531909,9
1.582824,2.6932936,4
2.8581982,1.3985528,5
1.8759016,2.1118214,9
4.1823554,0.7635069,3
2.3267796,2.9190545,9
0.19410339,1.5846236,0
2.7708187,-0.3059182,3
2.6923938,0.5788976,6
